ItemNumber,sentence,checkNoteRelevant
10966,"When checking in, change to NEW only",
10967,"When checking in, change to NEW only",
10968,"When checking in, change to NEW only",
1097,"7.13.21 One on wait list, putting one in stock",
10970,"When checking in, change to NEW only",
10971,Item request from dangidaisti@gmail.com for Power Panel board for PSR-E323.,
10971,"4/18/24, added 1 to stock, 5 on wait list.",
10972,"9.30.23 This part showed Yamaha for the supplier, but this part is NLA, added YA part #.MM",
10974,11.29.23.,
10974,Email request,
1098,"nla at AMS, supplier changed 9.23.24 KM",
10994,"Same as 10819, 13262 exc for color",
10KSPA,Updated to part #KEYSPAX,
10KSPY,CHANGED TO KEYSPYX,
11005,Can we add slide pot info when we have this board?,
11006,For Axiom 61 also,
11012,"Picture only  1.5.24 - 5.26.24 None avail, if NEW, change price!",
11015,5.26.24-1.22.25 none avail,
11021,MUST MEASURE to see if Same as 10735?,
11021,1.5.24-1.22.25 None avail,
11023,1.5.24 106 avail.,
11023,4.3.24 92 avail.,
11023,7.30.24-8.15.24 Nineteen avail.,
11023,9.18.24-10.29.24 Roland shows -11.,
11023,11.7.24 Roland shows -14.,
11023,11.30.24 Roland shows -6.,
11023,1.22.25-2.3.25 Roland shows -10,
11024,3.7.23 Roland site shows -297.,
11024,11.9.23 96 avail.,
11024,1.5.24  89 avail.,
11024,2.7.24 66 avail.,
11024,3.3.24 60 avail.,
11024,4.3.24 26 avail.,
11024,4.20.24 24 avail.,
11024,8.15.24 28 avail.,
11024,9.18.24-10.29.24 27 avail.,
11024,12.27.24 -1.22.25 12 avail,
11027,5.25.23 Cost is $23.23 for # 5100060356 listed as sub pn.,
11027,1.5.24 None avail.,
11027,4.3.24 Roland has -1.,
11027,5.26.24 2 avail.,
11027,12.27.24 4 avail.,
11027,"1.28.25-2.11.25 2 avail, 2 on wait list.",
11027,2.23.25 none avail,
11028,12.6.22 New part.,
11028,6.6.23 There are seven USED upstairs in U5 when these are SOLD and we cannot get new.MM.,
11028,1.5.24 Roland show -9.,
11028,4.3.24-4.20.24 15 avail 5.29.24 19 avail 12.1.24 4 avail.,
11028,12.26.24 none avail.,
11028,1.22.25-2.3.25 Roland shows -1,
11029,12.1.24 none avail,
1103,ADD PHOTO WHEN AVAILABLE,
11034,ADD PHOTO WHEN AVAIL,
11039,12.1.24-2.26.25 Roland shows nla,
11048,ADD PHOTO,
11050,1 rec'd and billed twice PO 22200,
11051,"Same as #11051, but with indicator line  For YC61*, YC73*, YC88*,CP73* and CP88*",
11052,New part as of 12.2.22,
11053,"Same as #11051, but without indicator line  Verified all 5 models*.",
11053,11.21.24 2-22590 on BO,
11054,6 in transit 10.3.24,
11055,Backorder was 3 mos  1.21.25 2 in transit,
11056,Not for CP73 and CP88,
11059,Backorder 1+ mo  6.5.24 Cost increase from $226.24 to $242.38,
11060,New part 5/23 Frequent backorder.,
11062,8 - 12 week backorder   ADD PHOTO WHEN AVAIL  11.2.23 Consumer price is $128.54,
11063,"ADD PHOTO WHEN AVAIL, Not for MO8",
11064,ADD PHOTO WHEN AVAIL,
11065,ADD PHOTO WHEN AVAIL,
11066,ADD PHOTO WHEN AVAIL,
11067,ADD PHOTO WHEN AVAIL,
11080,"WHEN RESTOCKING, change to NEW, raise price to $79.95.",
11080,Add cost.,
11081,11.9.23-11.29.23 24 avail.,
11081,12.13.23.,
11081,19 avail.,
11081,1.5.24 15 avail.,
11081,3.3.24 4 avail.,
11081,4.3.24 none avail.,
11081,5.26.24 Roland shows -3.,
11081,7.14.24 Shows -7.,
11081,8.15.24 Roland shows -9.,
11081,9.18.24 40 avail.,
11081,12.27.24 20 avail,
11083,"For CP73 and CP88, Not for YC61, YC73 or YC88*, 12.5.24 3 in transit",
11084,Frequent Backorder 2+ mos.,
11085,"1.15.25 Verified for F01, CLP-295 and CVP-309.",
11086,ADD PHOTO WHEN AVAIL,
11088,"For Reface DX, not CP, CS or YC  11.2.23 One missing.MM.",
11088,"11.6.23 Yamaha is backordered, so raised minimum from 1 to 2.",
11089,"Frequent Backorder For Reface CP only, Not for YC, DX or CS",
11090,For: Reface CP/YC only,
1110,*** ADD PHOTO WHEN AVAILABLE ***,
1111,*** ADD PHOTO WHEN AVAILABLE ***,
11118,New part 6.25.24,
11119,ADD PHOTO.,
11119,"For CP, not YC, CS or DX",
1112,*** ADD PHOTO WHEN AVAILABLE ***,
11120,Frequent Backorder 2+ mos.,
11120,11.21.24 2-22651 still on BO,
11121,Add thickness,
11122,For: R-CS/YC/DX; they have a joystick type knob.,
11122,Not the CP.,
11123,Backorder was 1+ mos For YC only,
11124,"For YC only, uses one , in transit 1.5.24",
11125,"For YC only, uses two",
11126,For YC only.,
11126,Reface YC uses one  12.13.24 3-22613 in transit,
11127,ADD PHOTO.,
11127,6.5.24 Yamaha shows NLA.,
11127,"6.7.24 Requested info from Yamaha, they gave new part number",
11128,"Not for CP, YC or DX",
11129,For YC only.,
11129,11.21.24 1-22660 eta 11/22/24,
1113,*** ADD PHOTO WHEN AVAILABLE ***,
11130,For YC only,
11131,ADD PHOTO WHEN AVAIL,
11132,If we can get it...  ADD PHOTO WHEN AVAIL.,
11132,4.3.24 - 5.26.24 none avail,
11134,10.21.23-11.29.23 Roland has five.MM.,
11134,1.5.24 Roland has four.,
11134,2.5.24 - 3.3.24 Roland has 5.,
11134,4.3.24 Roland has 4.,
11134,4.20.24 - 5.26.24 ROLAND HAS 3,
11135,SEPARATE THIS INTO DIFFERENT PARTS.,
11135,"5100035611 (RO) is (1) 11135, (1) 11222, (3) 11225, (1) 11226, (1) 11224, & (1) 11223.",
11135,"8.16.23****We are looking for this****Just ordered two, but they are on BO.MM.",
11135,"8.14.23 Customer emailed, order was not shipped, left as CAN'T FIND.MM.",
11135,9.18.21-2.26.25 none avail,
11137,Frequent backorder 4 mos,
11138,Frequent backorder 4 mos  Overstock is upstairs.,
1114,ADD PHOTO,
11145,Lots more of these are at Hickory,
11148,"PRINT INSTRUCTIONS (2 pages=1 sheet front and back) and package with board and ribbon cable,  
Z:/Syntaur Documents/11148-Instr -1.pdf and 11148-Instr-2.pdf   ADDITIONAL BOARDS are upstairs, but need ribbon cable #13330, etc.",
1115,New part 11.2.23,
1116,7.12.22 Sam cannot find a source.,
1116,4.3.24-9.18.24 none avail.,
1116,12.1.24-1.22.25 Roland shows -1,
1117,We must order in pairs.,
1117,"we have one orphaned right side (AMS-40232) on Mary's desk 8.31.23, 4.6.23  Frankie has none on BO, needs to order, then  6-8 weeks or so from Sweden.",
1117,", new part 4/24/23 , rec'd 4 right instead of 2 pairs PO 21691 , backordered 6.29.23 , 4 40232 not billed for on PO 21887 , 1 extra 40232 received on PO 21887",
1118,"*** When this part sells, discontinue it - available as a set only # 1117",
11190,11.29.23 59 avail.,
11190,12.13.23 45 avail.,
11190,4.3.24-4.21.24 24 avail.,
11190,5.26.24 Roland shows -481.,
11190,5.30.24 6-22356 canceled by CAE.,
11190,7.30.24-8.15.24 Roland shows -452.,
11190,9.18.24 100 avail.,
11190,11.7.24 65 avail.,
11190,12.26.24 56 avail,
11191,", cost increase from 278.93 to 303.28, raised price $30 9.13.23 , cost increase from 303.28 to 337.27.",
11191,3.4.24  12.14.24 Increased price from $425 to $439.,
11191,1.13.25 Increased price from $439 to $489.,
11191,Raise price whenever cost goes up.,
11191,expect in 8-10 weeks 2.6.25,
11193,9.22.22 New part.,
11193,9.1.22 Roland had three of these.,
11194,Sam cannot find a source  1.5.24 None avail.,
11194,4.3.24 Roland shows -5.,
11194,12.1.24 8 avail.,
11194,12.26.24-1.5.25 none avail,
11195,ADD PHOTO  9.1.22 Roland has one.,
11195,9.19.23-11.29.23 Roland shows NLA.,
11196,ADD PHOTO WHEN AVAILABLE,
11197,9.15.22 New part.,
11197,"Find what this goes to, should go to many other recent keyboards also",
11198,in transit 2.6.24,
11199,New part 2.11.23,
1120,"****See if there are any 2386, when sold, please discontinue 2386****  Left end cap is #2386.",
1120,"When we order left from the supplier, we must order right as well., cost reduced from 121.24 to 103.04 price not adjusted 9.20.24 KM",
11202,"Cost is $148.82, raised price from $64.95 with 23 on wait list to $209.95.",
11202,1.22.25-2.24.25 none avail,
11205,Change to NEW if ordering,
11206,"Overstock is upstairs, along with several PCB-only (no metal frame).",
11211,28 in overstock at Syntaur North,
11212,*5 in overstock at Syntaur North,
11213,"*Overstock at Syntaur North, 1 used one upstairs",
11220,"new part 9/7/22, Can sub #7686.",
11221,Change to NEW when this stock is depleted,
11222,SEPARATE THIS INTO DIFFERENT PARTS.,
11222,"5100035611 (RO) is (1) 11135, (1) 11222, (3) 11225, (1) 11226, (1) 11224, & (1) 11223",
11223,We get these strips when we order the contact board set from Roland.,
11223,"5100035611 comes w 1 11135, 1 11222, 3 11225, 1 11226, 1 11224, & 1 11223",
11224,We get these strips when we order the contact board set from Roland.,
11224,"5100035611 comes w 1 11135, 1 11222, 3 11225, 1 11226, 1 11224, & 1 11223",
11225,We get these strips when we order the contact board set from Roland.,
11225,", 5100035611 comes w/ (1) 11135, (1) 11222, (3) 11225, (1) 11226, (1) 11224, & (1) 11223",
11226,We get these strips when we order the contact board set from Roland.,
11226,"5100035611 comes w 1 11135, 1 11222, 3 11225, 1 11226, 1 11224, & 1 11223",
11227,Backorder 4 mos.,
11228,in transit 1.5.24,
11229,ADD PHOTO WHEN AVAIL.,
11229,1.5.24-5.26.24 None avail.,
11229,12.1.24 Roland shows -1,
1123,FREQUENT BACKORDER 11+ mos.,
1123,12.7.22-1.17.23 Backordered.,
1123,Korg sells on Reverb for $5.,
11230,Overstock is at Syntaur North,
11242,Frequent Lengthy Backorder.,
11242,Received 01/08/24 Rec'd 01/18/24 3 not included with PO#22009-TP 11.21.23 3-22009 did not arrive but show delivered.,
11242,7.29.24 3-22458 on BO,
11243,Backorder was 2+ mos,
11244,"Frequent Backorder 2+ mos , nla supplier changed 3.31.25 KM",
11245,ADD PHOTO,
11246,Frequent backorder out of stock when ordered 2.6.25  3.14.25 1-22798 still on bo,
11247,ADD PHOTO.,
11247,9.27.22 Yamaha says it will take 4-12 weeks to get after we place the order.MM,
1125,*** ADD PHOTO and RESISTANCE WHEN AVAILABLE *** 1.5.24-5.26.24 None avail,
11250,ADD PHOTO,
11251,"Almost identical to #7400, but slightly different components.",
1126,ADD PHOTO & SPECS,
11262,Nick has several of these that need testing.,
11262,Sold one untested on 12/7/22.,
11262,Allow return if it has issues,
11268,Overstock upstairs.,
1127,ADD PHOTO,
11270,ADD PHOTO,
11272,Backorder was 5 mos.,
11272,New part as of 12.5.22,
11273,", cost decrease from 489.25 to 411.27 price not adjusted 6.26.24 KM.",
11273,3.13.25 Lowered price from $689 to $629.MM,
11276,Overflow in U1,
11287,Does this also match Quadraverb 2?,
1129,can be cut in house,
11299,Took out of stock till # 161165 receives his order in hand and uses it to make sure it works :),
1130,"6.25.21 Four on wait list, putting one in stock.MM.",
1130,11.9.23 Roland has 5.,
1130,12.1.24-1.28.5 Roland shows -2,
11316,Mates with #2400,
11317,ADD PHOTO,
11319,Same as #3178 but without the bushing,
11320,"More of these are upstairs, but not in stock",
11321,REMOVE POWER SWITCH CAP and stock separately as #12768.,
11322,"MAKE SURE WHEN RECEIVING FROM AM&S that it is the correct part, and not #9552.",
11322,"Korg also sent one of these by mistake, not sure what the part number is, or what is goes to.",
11322,Mininova Item Request/email.,
11322,This is tied up with # 9552.,
11324,Original Yamaha screws are 14mm Phillips.,
11324,"When restocking, get 16mm, can use them in YDP keyboards, CVP-701",
11326,"After this one sells, change to NEW.",
11328,5 used ones not in stock upstairs   Available NEW from Korg.,
11328,Frequent Lengthy backorder.,
11328,reversed part number for this and 11329 based on item descriptions 12.10.24 KM,
11329,Backorder 6 + mos.,
11329,"11.26.24 2022445 still on bo, reversed part number for this and 11328 based on item descriptions 12.10.24 KM",
11330,"4/18/24 - One not found, removed from stock.",
11339,3 found 4/13 KM,
1134,ADD PHOTO,
11340,Overstock is upstairs in a plastic bag,
11341,Overstock is in U4,
11344,"Matte medium gray finish, similar to #6164",
1135,#4270 is a workable substitution,
11351,K45W keys,
11353,Almost identical to #5534.,
11353,"Yamaha uses a different backlight on this replacement for #5534, and if used with the original PN2 board, resistor R201 should be changed from 5.6 Ohm 1W to 8.2 Ohm1W.",
11353,", 2 in transit 8.8.24",
11359,Add photo,
11360,ADD PHOTO,
11361,ADD PHOTO,
11363,ADD PHOTO WHEN AVAIL,
11364,"ADD PHOTO, 3/29/25 - One given to tech with bad backlight, no cables",
11365,"As per EPR site: Also works in several Ensoniq products such as the ESQ-1, DSK-8, SQ-80, VFX, SDP1 and AWP4000.",
11367,"These will also fit the ESI-2000 and ESI-4000, though the color will be different.",
11368,STOCK AS FOUR PARTS - See notes above.,
11368,"9.28.23 available -> changed supplier KM, na 10.15.24 KM",
11370,ADD PHOTO WHEN AVAIL.,
11371,"Tech has 4 of these - one is configured, others need cable.",
11371,"3/29/25, SM.",
11371,IDC connectors ordered 3/31/25 NZM,
11372,ADD PHOTO,
11373,add PHOTO,
11374,ADD PHOTO,
11376,ADD PHOTO,
11377,ADD PHOTO,
11378,Overstock in U7,
1138,NO MODELS LISTED,
11380,ADD PHOTO,
11382,Backorder was 3 mos  12.16.22 Cost increase from $2.39 to $8.16.,
11382,11.22.24 Found a previous part number for $1.76,
11384,"New part 1/23, BO 2 months",
11385,Used in vintage Arp gear?,
11388,Goes with all K64 keys,
11390,"new part 6.26, C1 added 7.3.24 KM, PA300 added 8.29, SP280 added 9.16.24.",
11390,12/30/24: Found 1 in stock -M.St.,
11391,ADD PHOTO,
11392,ADD PHOTO WHEN AVAILABLE,
11393,The rest are the keybeds in styrofoam boxes at Hickory,
11394,Tech has a box of these that need testing,
11396,overflow upstairs KM,
11401,"10.7.22 Yamaha verified NLA, no sub part number.MM",
11402,Frequent Backorder 4 - 6 mos.,
11404,Give to Sam to see if we already have this under another part number.,
11404,Add photo,
11405,ADD PHOTO WHEN AVAILABLE.,
11405,Are left and right identical?,
11405,Add this info to web text.,
11406,in transit 5.21.24,
11407,ADD PHOTO,
11409,"WAIT, NEED TWO PIECES - WE HAVE TO BUY THE SILVER INSERT SEPARATELY.",
11409,"Backorder was 5 mos 10.3.24
1 is in the bag without face plate, not in stock",
1141,"If ordering NEW, listing for this item must be updated.MM",
11410,Backorder was 5 mos,
11412,*State length of longest BO please*  12.9.23 BO at Yamaha so made it a stocked item.,
11412,New part 11.6.23,
11414,Change to NEW when restocking,
11415,"Same as #2713, except for color.",
11415,THIS FITS ONTO A SMALLER SHAFT than most power switch caps.,
11416,4/18/24 - 2 missing and removed from stock.,
11416,SM,
11417,"Same as #5202, except for color.",
1142,"If ordering new, listing must be changed.MM",
11420,available at YA 10.5.23,
11421,TECH CHECK before shelving.,
11421,Can be used for PARTING OUT.,
11421,"IF PARTING OUT: #10270 chassis, #4156/7/8/9 contact strips, #12116 aftertouch strip, #11429/11430 key contact boards, #KYSP19 key spring, K58W keys.",
11421,"7.26.24 Cost increase from $241.25 to $286, so increased price of this from $409.95 to $429.95  Backorders were 6 mos",
11422,ADD PHOTO,
11423,"If ordered for stock, give to tech to disassemble for keys right away.",
11424,ADD PHOTO & LOCATION.,
11424,11.9.22 In stock,
11425,ADD PHOTO & LOCATION.,
11425,11.8.22 In stock,
11427,ADD PHOTO.,
11427,11.8.22 Verified for PA2XPRO*,
11428,ADD PHOTO.,
11428,11.8.22 Verified for PA2XPRO*,
11429,"Backorder 12+ mos 3.6.24 2-22277, Korg says eta 3-4 mos 4.17.24 , cost increase from 42 to 59 price up from 79 to 99.",
11429,"7.26.24 2-22277 & 1-22396 Korg ETA 30-60 days 9.11.24 Korg says 2-3 mos eta, but stated we can get the part by using # KIT0001038 1.28.25 No eta from Korg for 7 on order, Korg shows we have 1-22450, not shown on our PO, total seven on order today per Korg  3.14.25 Seven still on bo, Korg says exp to receive in April or May",
11430,remove and stock contact strips!,
11430,"should be 2 4156 and 1 4159 , 10.29.22 Verified for PA2XPRO* and PA3X76*, (not for PA3X61)*.",
11430,"7.26.24 This is NLA on Korg site, so changed supplier to NLA.MM",
11431,Backorder was 2 mos.,
11432,ADD PHOTO.,
11432,11.8.22 Verified for PA3X61*,
11433,10.29.22 Verified for PA3X61* and PA3X76*,
11434,"ADD PHOTO  11.8.22 Verified for PA3X76* and PA3X61* , nla 4.3.24",
11435,ADD PHOTO & location.,
11435,11.8.22 Verified for the PA3X61* and PA3X76,
11436,"Backorder was 19 mos  7.12.24 Korg canceled 4-22449, nla 10.12.24 This pn active on Korg, so changed supplier.",
11436,12.18.24 Korg replied nla so canceled 1-22628,
11437,", part # nla suppplier changed 5.15.24 KM.",
11437,Missing 2 10/11/24 - KF,
11438,ADD PHOTO - For Prologue 8.,
11438,10.26.22 in stock at Korg,
11439,We have emblems in the box with other display covers for BO's (emblem same as 11243 and 10904 KM),
11440,"Knob, small, Korg Prologue 8* and 16* voice",
11441,"Knob, Prologue 8* & 16*.",
11442,*** CHECK IN AS TWO PARTS: This Korg part number contains both #11442 and #11588.,
11442,***   Frequent backorder 5 mos.,
11443,Check in as two parts: #11443 and #11605,
11444,"New part 12.2.22  Backorder was 90 days
Korg sells for $52.13 on Reverb",
11445,Verified for Prologue 8 and 16,
11446,Backorder was 6 mos.,
11446,Keys are K58W.,
11446,8.6.23 Can disassemble for #K58W but # 11421 is available and costs less.,
11446,PA5X added 9.5.24 KM.,
11446,"If we disassemble, millerqumseya@icloud.com sent Item request for the chassis.5.13.24",
11447,"11/2/24 - Stock showed -1, but there was 1 on shelf.",
11447,"Updated SynD, SM.",
11448,3.2.23-7.18.23 Backordered.,
11449,Used in Hammond keyboards.,
11450,1.5.24-12.1.24 None avail,
11451,11.20.24 Korg verified nla,
11452,ADD PHOTO.,
11452,"12.5.22 New listing, none in stock at Roland.",
11452,8.28.23 Five on wait list.,
11452,4.3.23-12.1.24 none avail,
11453,11.7.22 New in stock.,
11454,ADD PHOTO WHEN AVAILABLE,
11455,ADD PHOTO,
11456,11.11.22 New part.,
11456,"#11456, #11687, and #11694 are all nearly identical, only very slightly different in appearance.",
11457,11.11.22 New part,
11458,11.5.22 For CVP-705   ADD PHOTO WHEN AVAIL,
